kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_ warga_terdaftar_bpjs,satuan,tahun,id
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010010.0,BANTARKALONG,32.06.01,CIPATUJAH,32.06.01.2005,BANTARKALONG,700.0,ORANG,2019.0,1847
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010009.0,DARAWATI,32.06.01,CIPATUJAH,32.06.01.2006,DARAWATI,1.0,ORANG,2019.0,1848
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010013.0,NAGROG,32.06.01,CIPATUJAH,32.06.01.2007,NAGROG,938.0,ORANG,2019.0,1849
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010014.0,PAMEUTINGAN,32.06.01,CIPATUJAH,32.06.01.2008,PAMEUTINGAN,500.0,ORANG,2019.0,1850
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010011.0,TOBONGJAYA,32.06.01,CIPATUJAH,32.06.01.2009,TOBONGJAYA,330.0,ORANG,2019.0,1851
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010002.0,CIPANAS,32.06.01,CIPATUJAH,32.06.01.2010,CIPANAS,0.0,ORANG,2019.0,1852
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010007.0,KERTASARI,32.06.01,CIPATUJAH,32.06.01.2011,KERTASARI,714.0,ORANG,2019.0,1853
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010003.0,CIANDUM,32.06.01,CIPATUJAH,32.06.01.2012,CIANDUM,1.0,ORANG,2019.0,1854
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010012.0,NANGELASARI,32.06.01,CIPATUJAH,32.06.01.2013,NANGELASARI,1489.0,ORANG,2019.0,1855
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010008.0,PADAWARAS,32.06.01,CIPATUJAH,32.06.01.2014,PADAWARAS,250.0,ORANG,2019.0,1856
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206010.0,CIPATUJAH,3206010015.0,SUKAHURIP,32.06.01,CIPATUJAH,32.06.01.2015,SUKAHURIP,0.0,ORANG,2019.0,1857
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020001.0,CIDADAP,32.06.02,KARANGNUNGGAL,32.06.02.2001,CIDADAP,1797.0,ORANG,2019.0,1858
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020004.0,CIAWI,32.06.02,KARANGNUNGGAL,32.06.02.2002,CIAWI,1975.0,ORANG,2019.0,1859
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020006.0,CIKUPA,32.06.02,KARANGNUNGGAL,32.06.02.2003,CIKUPA,429.0,ORANG,2019.0,1860
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020007.0,KARANGNUNGGAL,32.06.02,KARANGNUNGGAL,32.06.02.2004,KARANGNUNGGAL,1000.0,ORANG,2019.0,1861
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020008.0,KARANGMEKAR,32.06.02,KARANGNUNGGAL,32.06.02.2005,KARANGMEKAR,700.0,ORANG,2019.0,1862
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020013.0,CIKUKULU,32.06.02,KARANGNUNGGAL,32.06.02.2006,CIKUKULU,1500.0,ORANG,2019.0,1863
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020009.0,CIBATUIRENG,32.06.02,KARANGNUNGGAL,32.06.02.2007,CIBATUIRENG,700.0,ORANG,2019.0,1864
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020010.0,CIBATU,32.06.02,KARANGNUNGGAL,32.06.02.2008,CIBATU,2038.0,ORANG,2019.0,1865
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020014.0,SARIMANGGU,32.06.02,KARANGNUNGGAL,32.06.02.2009,SARIMANGGU,700.0,ORANG,2019.0,1866
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020011.0,SUKAWANGUN,32.06.02,KARANGNUNGGAL,32.06.02.2010,SUKAWANGUN,300.0,ORANG,2019.0,1867
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020012.0,CINTAWANGI,32.06.02,KARANGNUNGGAL,32.06.02.2011,CINTAWANGI,872.0,ORANG,2019.0,1868
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020005.0,CIKAPINIS,32.06.02,KARANGNUNGGAL,32.06.02.2012,CIKAPINIS,984.0,ORANG,2019.0,1869
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020003.0,SARIMUKTI,32.06.02,KARANGNUNGGAL,32.06.02.2013,SARIMUKTI,1015.0,ORANG,2019.0,1870
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206020.0,KARANGNUNGGAL,3206020002.0,KUJANG,32.06.02,KARANGNUNGGAL,32.06.02.2014,KUJANG,100.0,ORANG,2019.0,1871
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030002.0,CIKALONG,32.06.03,CIKALONG,32.06.03.2001,CIKALONG,815.0,ORANG,2019.0,1872
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030012.0,KALAPAGENEP,32.06.03,CIKALONG,32.06.03.2002,KALAPAGENEP,546.0,ORANG,2019.0,1873
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030003.0,CIKANCRA,32.06.03,CIKALONG,32.06.03.2003,CIKANCRA,869.0,ORANG,2019.0,1874
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030005.0,SINGKIR,32.06.03,CIKALONG,32.06.03.2004,SINGKIR,0.0,ORANG,2019.0,1875
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030006.0,PANYIARAN,32.06.03,CIKALONG,32.06.03.2005,PANYIARAN,532.0,ORANG,2019.0,1876
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030007.0,CIBEBER,32.06.03,CIKALONG,32.06.03.2006,CIBEBER,986.0,ORANG,2019.0,1877
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030010.0,CIKADU,32.06.03,CIKALONG,32.06.03.2007,CIKADU,0.0,ORANG,2019.0,1878
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030001.0,MANDALAJAYA,32.06.03,CIKALONG,32.06.03.2008,MANDALAJAYA,986.0,ORANG,2019.0,1879
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030008.0,CIDADALI,32.06.03,CIKALONG,32.06.03.2009,CIDADALI,0.0,ORANG,2019.0,1880
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030013.0,CIMANUK,32.06.03,CIKALONG,32.06.03.2010,CIMANUK,867.0,ORANG,2019.0,1881
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030011.0,SINDANGJAYA,32.06.03,CIKALONG,32.06.03.2011,SINDANGJAYA,1862.0,ORANG,2019.0,1882
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030009.0,KUBANGSARI,32.06.03,CIKALONG,32.06.03.2012,KUBANGSARI,0.0,ORANG,2019.0,1883
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206030.0,CIKALONG,3206030004.0,TONJONGSARI,32.06.03,CIKALONG,32.06.03.2013,TONJONGSARI,0.0,ORANG,2019.0,1884
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040002.0,CIBUNIASIH,32.06.04,PANCATENGAH,32.06.04.2001,CIBUNIASIH,1774.0,ORANG,2019.0,1885
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040003.0,PANGLIARAN,32.06.04,PANCATENGAH,32.06.04.2002,PANGLIARAN,448.0,ORANG,2019.0,1886
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040006.0,TONJONG,32.06.04,PANCATENGAH,32.06.04.2003,TONJONG,1108.0,ORANG,2019.0,1887
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040007.0,CIBONGAS,32.06.04,PANCATENGAH,32.06.04.2004,CIBONGAS,0.0,ORANG,2019.0,1888
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040009.0,TAWANG,32.06.04,PANCATENGAH,32.06.04.2005,TAWANG,2315.0,ORANG,2019.0,1889
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040011.0,NEGLASARI,32.06.04,PANCATENGAH,32.06.04.2006,NEGLASARI,1.0,ORANG,2019.0,1890
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040008.0,CIKAWUNG,32.06.04,PANCATENGAH,32.06.04.2007,CIKAWUNG,0.0,ORANG,2019.0,1891
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040005.0,JAYAMUKTI,32.06.04,PANCATENGAH,32.06.04.2008,JAYAMUKTI,3590.0,ORANG,2019.0,1892
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040001.0,MARGALUYU,32.06.04,PANCATENGAH,32.06.04.2009,MARGALUYU,0.0,ORANG,2019.0,1893
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040010.0,MEKARSARI,32.06.04,PANCATENGAH,32.06.04.2010,MEKARSARI,1190.0,ORANG,2019.0,1894
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206040.0,PANCATENGAH,3206040004.0,PANCAWANGI,32.06.04,PANCATENGAH,32.06.04.2011,PANCAWANGI,425.0,ORANG,2019.0,1895
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050001.0,GUNUNGSARI,32.06.05,CIKATOMAS,32.06.05.2001,GUNUNGSARI,455.0,ORANG,2019.0,1896
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050002.0,CILUMBA,32.06.05,CIKATOMAS,32.06.05.2002,CILUMBA,993.0,ORANG,2019.0,1897
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050004.0,PAKEMITAN,32.06.05,CIKATOMAS,32.06.05.2003,PAKEMITAN,1156.0,ORANG,2019.0,1898
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050005.0,COGREG,32.06.05,CIKATOMAS,32.06.05.2004,COGREG,302.0,ORANG,2019.0,1899
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050008.0,CAYUR,32.06.05,CIKATOMAS,32.06.05.2005,CAYUR,0.0,ORANG,2019.0,1900
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050006.0,LENGKONGBARANG,32.06.05,CIKATOMAS,32.06.05.2006,LENGKONGBARANG,331.0,ORANG,2019.0,1901
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050009.0,SINDANGASIH,32.06.05,CIKATOMAS,32.06.05.2007,SINDANGASIH,1744.0,ORANG,2019.0,1902
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050007.0,TANJUNGBARANG,32.06.05,CIKATOMAS,32.06.05.2008,TANJUNGBARANG,1678.0,ORANG,2019.0,1903
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206050.0,CIKATOMAS,3206050003.0,LINGGALAKSANA,32.06.05,CIKATOMAS,32.06.05.2009,LINGGALAKSANA,121.0,ORANG,2019.0,1904
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206060.0,CIBALONG,3206060003.0,CISEMPUR,32.06.06,CIBALONG,32.06.06.2001,CISEMPUR,498.0,ORANG,2019.0,1905
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206060.0,CIBALONG,3206060002.0,SETIAWARAS,32.06.06,CIBALONG,32.06.06.2002,SETIAWARAS,1379.0,ORANG,2019.0,1906
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206060.0,CIBALONG,3206060001.0,EUREUNPALAY,32.06.06,CIBALONG,32.06.06.2003,EUREUNPALAY,1078.0,ORANG,2019.0,1907
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206060.0,CIBALONG,3206060005.0,CIBALONG,32.06.06,CIBALONG,32.06.06.2004,CIBALONG,312.0,ORANG,2019.0,1908
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206060.0,CIBALONG,3206060014.0,SINGAJAYA,32.06.06,CIBALONG,32.06.06.2005,SINGAJAYA,2100.0,ORANG,2019.0,1909
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206060.0,CIBALONG,3206060004.0,PARUNG,32.06.06,CIBALONG,32.06.06.2006,PARUNG,1800.0,ORANG,2019.0,1910
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061004.0,PARUNGPONTENG,32.06.07,PARUNGPONTENG,32.06.07.2001,PARUNGPONTENG,420.0,ORANG,2019.0,1911
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061002.0,CIGUNUNG,32.06.07,PARUNGPONTENG,32.06.07.2002,CIGUNUNG,500.0,ORANG,2019.0,1912
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061007.0,CIBANTENG,32.06.07,PARUNGPONTENG,32.06.07.2003,CIBANTENG,1500.0,ORANG,2019.0,1913
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061006.0,BARUMEKAR,32.06.07,PARUNGPONTENG,32.06.07.2004,BARUMEKAR,700.0,ORANG,2019.0,1914
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061003.0,CIBUNGUR,32.06.07,PARUNGPONTENG,32.06.07.2005,CIBUNGUR,420.0,ORANG,2019.0,1915
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061008.0,BURUJULJAYA,32.06.07,PARUNGPONTENG,32.06.07.2006,BURUJULJAYA,0.0,ORANG,2019.0,1916
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061005.0,GIRIKENCANA,32.06.07,PARUNGPONTENG,32.06.07.2007,GIRIKENCANA,700.0,ORANG,2019.0,1917
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206061.0,PARUNGPONTENG,3206061001.0,KARYABAKTI,32.06.07,PARUNGPONTENG,32.06.07.2008,KARYABAKTI,392.0,ORANG,2019.0,1918
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070003.0,SIMPANG,32.06.08,BANTARKALONG,32.06.08.2001,SIMPANG,1521.0,ORANG,2019.0,1919
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070010.0,PARAKANHONJE,32.06.08,BANTARKALONG,32.06.08.2002,PARAKANHONJE,3050.0,ORANG,2019.0,1920
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070009.0,PAMIJAHAN,32.06.08,BANTARKALONG,32.06.08.2003,PAMIJAHAN,267.0,ORANG,2019.0,1921
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070016.0,SUKAMAJU,32.06.08,BANTARKALONG,32.06.08.2004,SUKAMAJU,350.0,ORANG,2019.0,1922
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070008.0,WANGUNSARI,32.06.08,BANTARKALONG,32.06.08.2005,WANGUNSARI,690.0,ORANG,2019.0,1923
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070004.0,HEGARWANGI,32.06.08,BANTARKALONG,32.06.08.2006,HEGARWANGI,300.0,ORANG,2019.0,1924
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070017.0,WAKAP,32.06.08,BANTARKALONG,32.06.08.2007,WAKAP,262.0,ORANG,2019.0,1925
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206070.0,BANTARKALONG,3206070002.0,SIRNAGALIH,32.06.08,BANTARKALONG,32.06.08.2008,SIRNAGALIH,302.0,ORANG,2019.0,1926
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206071.0,BOJONGASIH,3206071005.0,MERTAJAYA,32.06.09,BOJONGASIH,32.06.09.2001,MERTAJAYA,900.0,ORANG,2019.0,1927
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206071.0,BOJONGASIH,3206071004.0,CIKADONGDONG,32.06.09,BOJONGASIH,32.06.09.2002,CIKADONGDONG,1930.0,ORANG,2019.0,1928
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206071.0,BOJONGASIH,3206071002.0,BOJONGASIH,32.06.09,BOJONGASIH,32.06.09.2003,BOJONGASIH,2284.0,ORANG,2019.0,1929
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206071.0,BOJONGASIH,3206071003.0,SINDANGSARI,32.06.09,BOJONGASIH,32.06.09.2004,SINDANGSARI,115.0,ORANG,2019.0,1930
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206071.0,BOJONGASIH,3206071001.0,GIRIJAYA,32.06.09,BOJONGASIH,32.06.09.2005,GIRIJAYA,1534.0,ORANG,2019.0,1931
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206071.0,BOJONGASIH,3206071006.0,TOBLONGAN,32.06.09,BOJONGASIH,32.06.09.2006,TOBLONGAN,120.0,ORANG,2019.0,1932
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206072.0,CULAMEGA,3206072003.0,CIKUYA,32.06.10,CULAMEGA,32.06.10.2001,CIKUYA,851.0,ORANG,2019.0,1933
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206072.0,CULAMEGA,3206072002.0,CINTABODAS,32.06.10,CULAMEGA,32.06.10.2002,CINTABODAS,1802.0,ORANG,2019.0,1934
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206072.0,CULAMEGA,3206072004.0,CIPICUNG,32.06.10,CULAMEGA,32.06.10.2003,CIPICUNG,2550.0,ORANG,2019.0,1935
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206072.0,CULAMEGA,3206072001.0,BOJONGSARI,32.06.10,CULAMEGA,32.06.10.2004,BOJONGSARI,851.0,ORANG,2019.0,1936
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206072.0,CULAMEGA,3206072005.0,MEKARLAKSANA,32.06.10,CULAMEGA,32.06.10.2005,MEKARLAKSANA,894.0,ORANG,2019.0,1937
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080002.0,BOJONGKAPOL,32.06.11,BOJONGGAMBIR,32.06.11.2001,BOJONGKAPOL,1200.0,ORANG,2019.0,1938
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080004.0,PEDANGKAMULYAN,32.06.11,BOJONGGAMBIR,32.06.11.2002,PEDANGKAMULYAN,784.0,ORANG,2019.0,1939
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080006.0,BOJONGGAMBIR,32.06.11,BOJONGGAMBIR,32.06.11.2003,BOJONGGAMBIR,1008.0,ORANG,2019.0,1940
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080008.0,CIROYOM,32.06.11,BOJONGGAMBIR,32.06.11.2004,CIROYOM,536.0,ORANG,2019.0,1941
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080003.0,WANDASARI,32.06.11,BOJONGGAMBIR,32.06.11.2005,WANDASARI,320.0,ORANG,2019.0,1942
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080001.0,CAMPAKASARI,32.06.11,BOJONGGAMBIR,32.06.11.2006,CAMPAKASARI,913.0,ORANG,2019.0,1943
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080007.0,MANGKONJAYA,32.06.11,BOJONGGAMBIR,32.06.11.2007,MANGKONJAYA,367.0,ORANG,2019.0,1944
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080005.0,KERTANEGLA,32.06.11,BOJONGGAMBIR,32.06.11.2008,KERTANEGLA,1200.0,ORANG,2019.0,1945
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080009.0,PURWARAHARJA,32.06.11,BOJONGGAMBIR,32.06.11.2009,PURWARAHARJA,320.0,ORANG,2019.0,1946
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206080.0,BOJONGGAMBIR,3206080010.0,GIRIMUKTI,32.06.11,BOJONGGAMBIR,32.06.11.2010,GIRIMUKTI,600.0,ORANG,2019.0,1947
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090003.0,PARUMASAN,32.06.12,SODONGHILIR,32.06.12.2001,PARUMASAN,374.0,ORANG,2019.0,1948
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090007.0,CUKANGKAWUNG,32.06.12,SODONGHILIR,32.06.12.2002,CUKANGKAWUNG,0.0,ORANG,2019.0,1949
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090006.0,SODONGHILIR,32.06.12,SODONGHILIR,32.06.12.2003,SODONGHILIR,2145.0,ORANG,2019.0,1950
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090008.0,CIKALONG,32.06.12,SODONGHILIR,32.06.12.2004,CIKALONG,450.0,ORANG,2019.0,1951
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090009.0,CIPAINGEUN,32.06.12,SODONGHILIR,32.06.12.2005,CIPAINGEUN,126.0,ORANG,2019.0,1952
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090011.0,LEUWIDULANG,32.06.12,SODONGHILIR,32.06.12.2006,LEUWIDULANG,1668.0,ORANG,2019.0,1953
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090012.0,MUNCANG,32.06.12,SODONGHILIR,32.06.12.2007,MUNCANG,2400.0,ORANG,2019.0,1954
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090004.0,SEPATNUNGGAL,32.06.12,SODONGHILIR,32.06.12.2008,SEPATNUNGGAL,1900.0,ORANG,2019.0,1955
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090001.0,CUKANGJAYAGUNA,32.06.12,SODONGHILIR,32.06.12.2009,CUKANGJAYAGUNA,0.0,ORANG,2019.0,1956
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090005.0,RAKSAJAYA,32.06.12,SODONGHILIR,32.06.12.2010,RAKSAJAYA,1449.0,ORANG,2019.0,1957
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090010.0,PAKALONGAN,32.06.12,SODONGHILIR,32.06.12.2011,PAKALONGAN,189.0,ORANG,2019.0,1958
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206090.0,SODONGHILIR,3206090002.0,SUKABAKTI,32.06.12,SODONGHILIR,32.06.12.2012,SUKABAKTI,1550.0,ORANG,2019.0,1959
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206100.0,TARAJU,3206100002.0,TARAJU,32.06.13,TARAJU,32.06.13.2001,TARAJU,1200.0,ORANG,2019.0,1960
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206100.0,TARAJU,3206100005.0,CIKUBANG,32.06.13,TARAJU,32.06.13.2002,CIKUBANG,0.0,ORANG,2019.0,1961
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206100.0,TARAJU,3206100006.0,DEUDEUL,32.06.13,TARAJU,32.06.13.2003,DEUDEUL,84.0,ORANG,2019.0,1962
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206100.0,TARAJU,3206100008.0,PURWARAHAYU,32.06.13,TARAJU,32.06.13.2004,PURWARAHAYU,705.0,ORANG,2019.0,1963
32.0,JAWA BARAT,3206.0,KABUPATEN TASIKMALAYA,3206100.0,TARAJU,3206100004.0,SINGASARI,32.06.13,TARAJU,32.06.13.2005,SINGASARI,300.0,ORANG,2019.0,1964
