id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_penderita,satuan,tahun,jenis_penderita
119,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,73113.0,ORANG,2023,Hipertensi
120,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,555759.0,ORANG,2023,Hipertensi
121,32,JAWA BARAT,3213,KABUPATEN SUBANG,82954.0,ORANG,2023,Hipertensi
122,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,67812.0,ORANG,2023,Hipertensi
123,32,JAWA BARAT,3215,KABUPATEN KARAWANG,124791.0,ORANG,2023,Hipertensi
124,32,JAWA BARAT,3216,KABUPATEN BEKASI,158638.0,ORANG,2023,Hipertensi
125,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,76325.0,ORANG,2023,Hipertensi
126,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,30522.0,ORANG,2023,Hipertensi
127,32,JAWA BARAT,3271,KOTA BOGOR,82311.0,ORANG,2023,Hipertensi
128,32,JAWA BARAT,3272,KOTA SUKABUMI,22090.0,ORANG,2023,Hipertensi
129,32,JAWA BARAT,3273,KOTA BANDUNG,68847.0,ORANG,2023,Hipertensi
130,32,JAWA BARAT,3274,KOTA CIREBON,90805.0,ORANG,2023,Hipertensi
131,32,JAWA BARAT,3275,KOTA BEKASI,124660.0,ORANG,2023,Hipertensi
132,32,JAWA BARAT,3276,KOTA DEPOK,106429.0,ORANG,2023,Hipertensi
133,32,JAWA BARAT,3277,KOTA CIMAHI,56173.0,ORANG,2023,Hipertensi
134,32,JAWA BARAT,3278,KOTA TASIKMALAYA,55999.0,ORANG,2023,Hipertensi
135,32,JAWA BARAT,3279,KOTA BANJAR,19129.0,ORANG,2023,Hipertensi
136,32,JAWA BARAT,3201,KABUPATEN BOGOR,182707.0,ORANG,2024,Hipertensi
137,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,193923.0,ORANG,2024,Hipertensi
138,32,JAWA BARAT,3203,KABUPATEN CIANJUR,61886.0,ORANG,2024,Hipertensi
139,32,JAWA BARAT,3204,KABUPATEN BANDUNG,332683.0,ORANG,2024,Hipertensi
140,32,JAWA BARAT,3205,KABUPATEN GARUT,117271.0,ORANG,2024,Hipertensi
141,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,28257.0,ORANG,2024,Hipertensi
142,32,JAWA BARAT,3207,KABUPATEN CIAMIS,63302.0,ORANG,2024,Hipertensi
143,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,81594.0,ORANG,2024,Hipertensi
144,32,JAWA BARAT,3209,KABUPATEN CIREBON,46016.0,ORANG,2024,Hipertensi
145,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,116939.0,ORANG,2024,Hipertensi
146,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,121808.0,ORANG,2024,Hipertensi
147,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,19378.0,ORANG,2024,Hipertensi
148,32,JAWA BARAT,3213,KABUPATEN SUBANG,96037.0,ORANG,2024,Hipertensi
149,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,40123.0,ORANG,2024,Hipertensi
150,32,JAWA BARAT,3215,KABUPATEN KARAWANG,99699.0,ORANG,2024,Hipertensi
151,32,JAWA BARAT,3216,KABUPATEN BEKASI,47037.0,ORANG,2024,Hipertensi
152,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,44125.0,ORANG,2024,Hipertensi
153,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,28996.0,ORANG,2024,Hipertensi
154,32,JAWA BARAT,3271,KOTA BOGOR,89726.0,ORANG,2024,Hipertensi
155,32,JAWA BARAT,3272,KOTA SUKABUMI,37136.0,ORANG,2024,Hipertensi
156,32,JAWA BARAT,3273,KOTA BANDUNG,208287.0,ORANG,2024,Hipertensi
157,32,JAWA BARAT,3274,KOTA CIREBON,24065.0,ORANG,2024,Hipertensi
158,32,JAWA BARAT,3275,KOTA BEKASI,136004.0,ORANG,2024,Hipertensi
159,32,JAWA BARAT,3276,KOTA DEPOK,152907.0,ORANG,2024,Hipertensi
160,32,JAWA BARAT,3277,KOTA CIMAHI,41215.0,ORANG,2024,Hipertensi
161,32,JAWA BARAT,3278,KOTA TASIKMALAYA,61450.0,ORANG,2024,Hipertensi
162,32,JAWA BARAT,3279,KOTA BANJAR,111.22,PERSEN,2024,Hipertensi
